backers,category,currency,description,goal,main_category,names,pledged,proj_details,status
118,games|video games,$,A 18+ Yuri Visual Novel Game,7000,games,I Have Reincarnated as a Dragoness?!,2022,"
					Backers: 118,
					Funding: $2,022 of $7,000 (,28% funded,),
					Campaign Dates: May 5th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Cancelled
22,technology|hardware,$,"Pet Location, Activity and AI Health Tracker with an ongoing commitment to Animal Welfare and Social Responsibility.",49500,technology,"TailTrail Pet Tracker, A pet tracker with a Difference",3809,"
					Backers: 22,
					Funding: $3,809 of $49,500 (,7% funded,),
					Campaign Dates: May 5th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
1,technology|web,$,"Online marketplace to make buyer-seller interaction limited. Using artificial intelligence to create a ""robot"" to handle interactions.",20000,technology,SellByPal: The easy to use online marketplace.,1,"
					Backers: 1,
					Funding: $1 of $20,000 (,0% funded,),
					Campaign Dates: May 21st -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Cancelled
124,comics|comic books,£,A disturbingly off-kilter comic book set in the confines of a management programme weekend retreat.,400,comics,The Management Programme,1779,"
					Backers: 124,
					Funding: £1,779 of £400 (,444% funded,),
					Campaign Dates: May 5th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
7,games|tabletop games,$,A party game for something you're actually good at,20000,games,Lifewrecker,96,"
					Backers: 7,
					Funding: $96 of $20,000 (,0% funded,),
					Campaign Dates: May 5th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
797,design|product design,$,"Unisex shoes to be used for any occasion. Aromatic, vegan, light, dirt proof, water repellent, odor control, & UV protection.",25000,design,The World’s 1st Shoes Made Primarily from Coffee,62011,"
					Backers: 797,
					Funding: $62,011 of $25,000 (,248% funded,),
					Campaign Dates: March 24th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
51,technology|hardware,$,"Decals for a laptop computer to indicate where the ports are on your computer (USB, headphones, power, etc.)",6000,technology,Palette: Redefining the Laptop Experience,560,"
					Backers: 51,
					Funding: $560 of $6,000 (,9% funded,),
					Campaign Dates: May 5th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
373,games|tabletop games,$,"A suite of board games, an original oracle, a concept album, and a deep mythology inspired by ancient human ritual.",15000,games,Anthromancer: A Game. An Oracle. An Album. A Myth.,17326,"
					Backers: 373,
					Funding: $17,326 of $15,000 (,115% funded,),
					Campaign Dates: May 5th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
271,comics|webcomics,$,"Help print Book 1 of Everwake ~ a Steampunk-Fantasy adventure about mystery, adventure, and romance.",12000,comics,Everwake ~ A thrilling Steampunk Fantasy Comic,18135,"
					Backers: 271,
					Funding: $18,135 of $12,000 (,151% funded,),
					Campaign Dates: May 13th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
25,crafts|woodworking,£,Merry Crit-Mas & Merry Crit-Miss design created by ourselves here at The Red Dragon Forge,300,crafts,D20 D&D Christmas Decorations,591,"
					Backers: 25,
					Funding: £591 of £300 (,197% funded,),
					Campaign Dates: May 5th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
106,,£,"Feel It (Fantazia) ""Insane & Mind Remix"" & HOH Business - Insane & Mind - Limited 12"" White Label Vinyl Pressing",1000,music,"Insane & Mind - HOH Remixes Vol 1 - Limited 12""",1731,"
					Backers: 106,
					Funding: £1,731 of £1,000 (,173% funded,),
					Campaign Dates: April 30th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
38,design|product design,$,Vintage inspired timepieces for under $130 - A new kind of watch company.,3200,design,Automatic Watches With Timeless Designs,7665,"
					Backers: 38,
					Funding: $7,665 of $3,200 (,239% funded,),
					Campaign Dates: May 12th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
471,games|tabletop games,$,The horror! We have sold out of Old School Tactical VOL II and its Airborne Expansion! Help us fund the reprinting of these classics!,15000,games,Old School Tactical VOL II: West Front and Airborne! Reprint,32808,"
					Backers: 471,
					Funding: $32,808 of $15,000 (,218% funded,),
					Campaign Dates: May 12th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
1427,games|tabletop games,€,"Crimson Company's second expansion ""Ragnarok"" comes with a big new Collector's Box and a fully-featured mobile app!",10000,games,Crimson Company - Ragnarok (Expansion+Collector's Box+App),36868,"
					Backers: 1427,
					Funding: €36,868 of €10,000 (,368% funded,),
					Campaign Dates: May 12th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
1463,design|product design,,"Grow edible greens easier. Featuring a long-lasting water tank, large growing space, a powerful built in lamp and app connectivity.",,design,Botanium Vega - Simplified Indoor Gardening,,"
					Backers: 1463,
					Funding: kr2,530,989 of kr500,000 (,506% funded,),
					Campaign Dates: May 5th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
80,publishing|art books,€,"A full colour, 220 page hardcover collection of my animal artwork and illustration",2300,publishing,The Art of Firlefanz - Bunnies and Beyond,4176,"
					Backers: 80,
					Funding: €4,176 of €2,300 (,181% funded,),
					Campaign Dates: May 5th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
873,games|video games,$,A narrative RPG about cyberpunk courtesans,15000,games,Memoirs of a Battle Brothel [2nd Run],25424,"
					Backers: 873,
					Funding: $25,424 of $15,000 (,169% funded,),
					Campaign Dates: May 5th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
69,art|illustration,$,A series of cute animal hard enamel pins,600,art,Floral Animal Pins,1621,"
					Backers: 69,
					Funding: $1,621 of $600 (,270% funded,),
					Campaign Dates: May 4th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
4,,$,"Christmas Tree ornament with LEDs,  rechargeable Li-Po battery & selectable flashing pattern. See the 3D rendering below.",1000,technology,Christmas Tree Ornament,125,"
					Backers: 4,
					Funding: $125 of $1,000 (,12% funded,),
					Campaign Dates: April 20th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
5671,design|product design,$,"A stylish butter dish with a magnetic lid to hold a knife, extended feet to keep butter mess off the table, and easy scoop ramps.",1000,design,BUTTER HUB - A smarter butter dish,149070,"
					Backers: 5671,
					Funding: $149,070 of $1,000 (,14907% funded,),
					Campaign Dates: April 28th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
107,games|tabletop games,,"A competitive steampunk deck-builder for two, with a unique push-your-luck and deck-destruction!",,games,Gears: The Deck-builder,,"
					Backers: 107,
					Funding: kr42,124 of kr5,000 (,842% funded,),
					Campaign Dates: May 5th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
793,technology|hardware,$,"Filter free, portable, and removes harmful airborne particles & substances. PURUS is the air quality guardian we all deserve.",7000,technology,PURUS Air i Plus - Your Personal Air Quality Guardian,144651,"
					Backers: 793,
					Funding: $144,651 of $7,000 (,2066% funded,),
					Campaign Dates: March 31st -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
7,design|product design,$,Nano-Tech towels that transform from tiny size to normal size in seconds!,3044,design,MOON TOWELS- Coin size towels that transform into large size,217,"
					Backers: 7,
					Funding: $217 of $3,044 (,7% funded,),
					Campaign Dates: April 28th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Cancelled
1,fashion|apparel,€,"Join me to create a collection with positive vibes and kind messages. Let's spread the word together.
Together we will win.",10000,fashion,Respectees. Shirts with a good attitude.,1,"
					Backers: 1,
					Funding: €1 of €10,000 (,0% funded,),
					Campaign Dates: April 25th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Cancelled
28,,$,A mobile app that sparks creativity while reducing children's screen time.,35000,social practice,ImaginWOW | The Imagination App,2555,"
					Backers: 28,
					Funding: $2,555 of $35,000 (,7% funded,),
					Campaign Dates: May 6th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
65,,$,Antimicrobial hand hygiene tool with magnetic keychain. Open your world back up with Open.,5000,design,Open - Everyday carry hand hygiene tool,2372,"
					Backers: 65,
					Funding: $2,372 of $5,000 (,47% funded,),
					Campaign Dates: May 5th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Cancelled
264,publishing|fiction,$,"Darkdrifters is a fantasy novel about dark horror and bright love, the power of imagination, and discovering self-worth.",4250,publishing,Darkdrifters: The Key and the Crescent,10046,"
					Backers: 264,
					Funding: $10,046 of $4,250 (,236% funded,),
					Campaign Dates: May 5th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
629,technology|gadgets,,Anti Spy Cam | Anti GPS Locator | Anti Break-in | Anti Theft | Sleek & Compact | Must-Have Travel Companion,,technology,VESANY Hidden Camera Detector,,"
					Backers: 629,
					Funding: HK$394,666 of HK$50,000 (,789% funded,),
					Campaign Dates: April 20th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
2295,publishing|art books,€,"The second volume of the artbook for adults, against the rejection of erotic art in social media. 186 pages filled by over 130 artists!",8000,publishing,#hardcover2 | adult-artbook,212452,"
					Backers: 2295,
					Funding: €212,452 of €8,000 (,2655% funded,),
					Campaign Dates: May 5th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
455,games|tabletop games,$,"A fast-paced take that card game with drafting elements, where you take on the role of a music producer, building a boy band!",8000,games,Battle of the Boybands,15508,"
					Backers: 455,
					Funding: $15,508 of $8,000 (,193% funded,),
					Campaign Dates: May 5th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
164,design|product design,$,"toob - clean top to bottom - ""push down and turn to open"" bottom lid functionality",20000,design,A stainless steel water bottle that opens from both ends,20494,"
					Backers: 164,
					Funding: $20,494 of $20,000 (,102% funded,),
					Campaign Dates: May 2nd -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
45,,$,Homemade Music Studio,2000,music,La Caracola,2435,"
					Backers: 45,
					Funding: $2,435 of $2,000 (,121% funded,),
					Campaign Dates: May 5th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
23,,$,"A sophisticated, frenetic album of music created by a 14 year-old who hopes to build bigger and better creations with your help!",100,music,Post-Classical Piano Waltzes and Autistic Soundscapes,392,"
					Backers: 23,
					Funding: $392 of $100 (,392% funded,),
					Campaign Dates: May 5th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
9,journalism|audio,£,"A podcast about secret operations: espionage, covert actions and other stories from the shadows.",1000,journalism,The Secrecy Complex,217,"
					Backers: 9,
					Funding: £217 of £1,000 (,21% funded,),
					Campaign Dates: May 5th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
106,,$,a space where the dream of an inclusive literary future is made into a micro-reality,7500,publishing,[margins.] : 2.2020—the virtual conference,8511,"
					Backers: 106,
					Funding: $8,511 of $7,500 (,113% funded,),
					Campaign Dates: April 16th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
3,technology|apps,£,"Agenda is a free dating app, no VIP stuff, no upgrades. 
Agenda has amazing features, unique design and...character.",90000,technology,Agenda! The Evolution of Online Dating apps by FairyTailLabs,3,"
					Backers: 3,
					Funding: £3 of £90,000 (,0% funded,),
					Campaign Dates: April 5th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
24,,£,The follow-up Daisy Chain Disney inspired cat soft enamel pins,600,art,Daisy chain cats,644,"
					Backers: 24,
					Funding: £644 of £600 (,107% funded,),
					Campaign Dates: May 5th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
19,art|illustration,€,"Help me turn my magical witches designs into hard enamel pins, acrylic charms and stickers! ♥",1000,art,Ojamajo Doremi Enamel Pins,549,"
					Backers: 19,
					Funding: €549 of €1,000 (,54% funded,),
					Campaign Dates: May 12th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
4309,games|tabletop games,$,With Dark Alliances you can gain an advantage...for a price! Add to A War of Whispers or get the new Collector's Edition!,27000,games,A War of Whispers: Dark Alliances & Collector's Edition,222800,"
					Backers: 4309,
					Funding: $222,800 of $27,000 (,825% funded,),
					Campaign Dates: May 19th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
6,games|playing cards,$,Augmented reality playing cards that teach kids traffic rules and safety.,35000,games,Traffic4Kids,106,"
					Backers: 6,
					Funding: $106 of $35,000 (,0% funded,),
					Campaign Dates: May 5th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
26,art|conceptual art,$,Purple and gold witch hat enamel pin.,500,art,Pastel Witch Hat Enamel Pin,600,"
					Backers: 26,
					Funding: $600 of $500 (,120% funded,),
					Campaign Dates: May 5th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
200,games|tabletop games,$,An ouchless d4 you can pick up and truly roll.,4250,games,DIAMOND d4,5023,"
					Backers: 200,
					Funding: $5,023 of $4,250 (,118% funded,),
					Campaign Dates: May 12th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
5,fashion|apparel,$,Clothing designed for gamers by gamers.,2500,fashion,Final Boss - A clothing brand for gamers,201,"
					Backers: 5,
					Funding: $201 of $2,500 (,8% funded,),
					Campaign Dates: May 22nd -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
26,,$,Senshi of Sailormoon transformation pins.,250,art,~Moon Pride!~ Sailor Senshi transformation Pins,895,"
					Backers: 26,
					Funding: $895 of $250 (,358% funded,),
					Campaign Dates: May 5th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
25,art|illustration,£,A collection of enamel pins with cute fruit motifs.,200,art,Fruit Foxes - Enamel Pin Collection!,460,"
					Backers: 25,
					Funding: £460 of £200 (,229% funded,),
					Campaign Dates: May 5th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
52,,$,"Portable puns, one liners, and mottos on illustrated cards.",500,art,Woo There - cards to share some love,1256,"
					Backers: 52,
					Funding: $1,256 of $500 (,251% funded,),
					Campaign Dates: May 6th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
61,music|rock,$,"The self titled LP & its sibling EP, ""Honey In Da Pine""",20,music,Sun Beard to Release Two Albums in Summer 2020,2961,"
					Backers: 61,
					Funding: $2,961 of $20 (,14805% funded,),
					Campaign Dates: April 19th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
2507,,$,The anniversary and digital version of Tanto Cuore! We are bringing our Maids to Steam!,25000,games,Tanto Cuore's 10th Anniversary Edition,267299,"
					Backers: 2507,
					Funding: $267,299 of $25,000 (,1069% funded,),
					Campaign Dates: May 19th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
9222,games|tabletop games,€,"Unique 360° rotation, Ergonomic handle, The perfect holder for your favorite hobby, painting miniature, wargame, board game, tabletop",8000,games,RGG 360° V2 The best Ergonomic Handle for Miniature Painting,213427,"
					Backers: 9222,
					Funding: €213,427 of €8,000 (,2667% funded,),
					Campaign Dates: May 21st -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
1717,technology|hardware,$,"4TB storage, High transfer speed 1050MB/s, Durable, Multi-Device Compatible",20000,technology,Hyperx2 - High Capacity Super Fast Portable SSD Drive,492128,"
					Backers: 1717,
					Funding: $492,128 of $20,000 (,2460% funded,),
					Campaign Dates: April 8th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
15,music|indie rock,$,"I hope to come out of retirement with a splash by releasing 5 albums worth of tunes at once, packaged with original, collectable art.",20000,music,The Faux Jean Multi-Media Box Set,1121,"
					Backers: 15,
					Funding: $1,121 of $20,000 (,5% funded,),
					Campaign Dates: May 5th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
31,design|typography,£,"Wallet-friendly message cards in aluminium, brass, or copper with hand stamped personalised messages.",500,design,Cards for Life - Personal messages that last a lifetime,955,"
					Backers: 31,
					Funding: £955 of £500 (,191% funded,),
					Campaign Dates: May 7th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
26,fashion|accessories,$,"Butterfly Dragon Enamel Pin Series - Vanessa, the Painted Lady, is the first in this series.",650,fashion,Painted Lady Butterfly Dragon Enamel Pin,654,"
					Backers: 26,
					Funding: $654 of $650 (,100% funded,),
					Campaign Dates: May 21st -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
46,design|product design,$,Transform your chair into a home gym: When you don't want to leave the house or...when you simply can't,10000,design,Body In Balance: A practical home gym while you SIP,3886,"
					Backers: 46,
					Funding: $3,886 of $10,000 (,38% funded,),
					Campaign Dates: May 5th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
3886,games|tabletop games,€,A table top extension with adaptable levels for any game or table. Includes 3D printable STL accessories.,19000,games,"AdapTableTop, a lifted modular system for boardgame and RPGs",368232,"
					Backers: 3886,
					Funding: €368,232 of €19,000 (,1938% funded,),
					Campaign Dates: May 12th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
11,technology|gadgets,€,Hand Sanitaizer for home.,500,technology,Mako,54,"
					Backers: 11,
					Funding: €54 of €500 (,10% funded,),
					Campaign Dates: May 5th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
7,games|video games,,This game is a spin on the typical farming games with mecanics such as spells and upgrades to make the game more intense and fun!,,games,Farmer Time: A Magical Farming Adventure,,"
					Backers: 7,
					Funding: kr664 of kr300 (,221% funded,),
					Campaign Dates: April 20th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
28,games|playing cards,$,"BadGirl Artwork Sketch deck #14. Original Pencils and Inks, 54 Unique images. Sexy Pinup Poker Playing Card Deck",1111,games,Limited Edition BadGirl Artwork Sketch Deck #14,1111,"
					Backers: 28,
					Funding: $1,111 of $1,111 (,100% funded,),
					Campaign Dates: May 29th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
327,games|video games,$,"Multiplayer Card Gaming Re-imagined. Online 4-Player, Superior Deck-building, and Table Politics.",10000,games,Dark Table CCG,20356,"
					Backers: 327,
					Funding: $20,356 of $10,000 (,203% funded,),
					Campaign Dates: May 5th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
50,publishing|children's books,$,A children's book about an orangutan whose fancy ape party is disrupted by bratty monkeys. It rhymes!,2700,publishing,The Orangutan's Party: A Revenge Story,3097,"
					Backers: 50,
					Funding: $3,097 of $2,700 (,114% funded,),
					Campaign Dates: April 18th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
18,games|puzzles,$,There's been a run on puzzles during the coronavirus lockdown. Here are two new double-sided puzzles to help keep you sane.,800,games,Puzzles for the Pandemic: Habitats and Urban WIldlife,974,"
					Backers: 18,
					Funding: $974 of $800 (,121% funded,),
					Campaign Dates: May 7th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
102,games|playing cards,$,"A card game that strives to be a fun, accurate and accessible catalyst for learning Microbiology",3000,games,Treat or Trick: A Microbiology Card Game,3047,"
					Backers: 102,
					Funding: $3,047 of $3,000 (,101% funded,),
					Campaign Dates: May 5th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
14,,$,The follow-up to the free online series for parents: Winning the Remote Learning Game (Without Losing Your Mind)™,2400,journalism,Online Series – Remote Learning Game • Summer Edition!™,2647,"
					Backers: 14,
					Funding: $2,647 of $2,400 (,110% funded,),
					Campaign Dates: May 31st -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
48,art|illustration,$,An enamel pin kickster showing our love for grass type pokemon!,350,art,GRASS POKEMON: enamel pins!,1525,"
					Backers: 48,
					Funding: $1,525 of $350 (,435% funded,),
					Campaign Dates: May 5th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
73,comics|comic books,$,The first issue in a comic series highlighting the adventures and antics of a Viking and troll living in small-town USA.,400,comics,Vidar and Hans: Issue One,1326,"
					Backers: 73,
					Funding: $1,326 of $400 (,331% funded,),
					Campaign Dates: May 2nd -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
18,,$,"A repair kit to fix holes in damaged drywall, restore the load bearing strength, and rehang fixtures in the original location",25000,technology,"WallAnew: Repair, Restore, Rehang",1491,"
					Backers: 18,
					Funding: $1,491 of $25,000 (,5% funded,),
					Campaign Dates: May 8th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
12261,comics|graphic novels,$,"Experience Zombicide, Cthulhu: Death May Die, and Zombicide: Invader like never before with beautifully written and illustrated comics!",10000,comics,CMON Comics - Vol. 1,501578,"
					Backers: 12261,
					Funding: $501,578 of $10,000 (,5015% funded,),
					Campaign Dates: May 26th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
83,,$,An artist's book featuring over 500 unique sunrises taken from the same window.,3500,photography,Good Morning: A book of Nevada sunrises,4466,"
					Backers: 83,
					Funding: $4,466 of $3,500 (,127% funded,),
					Campaign Dates: May 5th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
41,design|typography,€,"Bring Your Laptop to ""Middle Earth""!",100,design,Elvish Keyboard Sticker (Tengwar Script),1067,"
					Backers: 41,
					Funding: €1,067 of €100 (,1067% funded,),
					Campaign Dates: May 20th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
45,comics|comic books,$,"An action packed hardcover comic by Eisner-nominee, Gary Shipman. TITAN a mouse with many tales!",500,comics,TITAN - Mouse of Might #1 #2 #3 Comic Book,2129,"
					Backers: 45,
					Funding: $2,129 of $500 (,425% funded,),
					Campaign Dates: May 6th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
386,,£,"The SteakStones Ishiyaki Set brings the theatre of a Teppanyaki table to your home, allowing you to cook your food live at the table",7250,food,The Ishiyaki Set. Dining in at Home has Never Tasted So Good,56896,"
					Backers: 386,
					Funding: £56,896 of £7,250 (,784% funded,),
					Campaign Dates: April 25th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
15,games|video games,€,Ascend to the next level of human beeing and control the elements around you,20000,games,The Ascending,1280,"
					Backers: 15,
					Funding: €1,280 of €20,000 (,6% funded,),
					Campaign Dates: April 20th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
23,,$,Questions to help you really connect whether you are in person or virtual.,100,games,Conversation Starters,597,"
					Backers: 23,
					Funding: $597 of $100 (,597% funded,),
					Campaign Dates: May 9th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
6,,$,User programmable motor controller for Super Soco E-bike with improved performance and efficiency,25000,technology,Super Soco electric motorcycle controller upgrade kit,1143,"
					Backers: 6,
					Funding: $1,143 of $25,000 (,4% funded,),
					Campaign Dates: April 20th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
7,technology|diy electronics,$,"A programmable board in an industrial watertight enclosure to easily control high voltage relays, WiFi, and digital and analog I/O.",1000,technology,Bigfoot WiFi Relay Board (Arduino based),1056,"
					Backers: 7,
					Funding: $1,056 of $1,000 (,105% funded,),
					Campaign Dates: May 5th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
63,,$,A set of cute hard enamel pins featuring your favourite magical girl and characters,700,art,Cardcaptor Sakura Flower Ring Dangling Pins,4322,"
					Backers: 63,
					Funding: $4,322 of $700 (,617% funded,),
					Campaign Dates: May 14th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
14985,design|product design,$,Hitch is a full-size water bottle with a removable barista-approved cup hidden inside. Go zero waste & carry better.,10000,design,Hitch — Your Bottle and Cup Belong Together,1207495,"
					Backers: 14985,
					Funding: $1,207,495 of $10,000 (,12074% funded,),
					Campaign Dates: April 28th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
173,,$,A coffee table book for relationship-driven adults that gets better with time + fights against COVID-19,15000,publishing,The Book of Epiq People: Get to Know Your Loved Ones Better,15290,"
					Backers: 173,
					Funding: $15,290 of $15,000 (,101% funded,),
					Campaign Dates: May 5th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
3,design|product design,€,Kickstarter special coffee-tables collection in vegetable ivory,85000,design,Ivory Forest - Interior design in vegetable ivory,61,"
					Backers: 3,
					Funding: €61 of €85,000 (,0% funded,),
					Campaign Dates: April 5th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
481,games|tabletop games,£,"This project is about the gaming table - Megan. With an aluminium Rail System and dozens of accessories, it's a real game-changer.",30000,games,Megan Gaming Table,529726,"
					Backers: 481,
					Funding: £529,726 of £30,000 (,1765% funded,),
					Campaign Dates: May 5th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
122,technology|wearables,£,"True immersion using an exoskeleton locomotion system with inside-out tracking & haptic feedback, naturally move through virtual worlds",125000,technology,AgileVR: Immersive Locomotion Controller for Virtual Reality,22881,"
					Backers: 122,
					Funding: £22,881 of £125,000 (,18% funded,),
					Campaign Dates: May 5th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
793,games|tabletop games,$,Mr Meeple Strike Back - Board Game T-shirts once again!,4000,games,Mr Meeple Board Game Shirts - Season Two,44107,"
					Backers: 793,
					Funding: $44,107 of $4,000 (,1102% funded,),
					Campaign Dates: May 7th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
27,design|graphic design,£,A deck of hand painted divination and tarot cards describing actions as well as the major arcana,3000,design,Awakening Tarot Deck - Hand Painted,3038,"
					Backers: 27,
					Funding: £3,038 of £3,000 (,101% funded,),
					Campaign Dates: May 5th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
9,,€,"We are creating a device, that is capable to produce sustainable and economical energy without any emissions.",110000,technology,VORTEX- unlimited sustainable energy,5821,"
					Backers: 9,
					Funding: €5,821 of €110,000 (,5% funded,),
					Campaign Dates: May 5th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
1,fashion|apparel,£,A unisex bomber jacket brand taking inspiration from some of the most vibrant and eye catching retro sports kits over the last 50 years,1000,fashion,F9 Streetwear - A sport inspired bomber jacket brand,1,"
					Backers: 1,
					Funding: £1 of £1,000 (,0% funded,),
					Campaign Dates: May 5th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
556,games|video games,$,"The Cork is a 2D action-RPG with a focus on exploration, discovery and challenging combat.",50000,games,The Cork,10603,"
					Backers: 556,
					Funding: $10,603 of $50,000 (,21% funded,),
					Campaign Dates: May 5th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
289,games|tabletop games,$,"Brand new ancestry options for 5e, including a new system for creating and designing ancestries!",5000,games,Ancestry Awakened: New and Reworked Ancestries for 5e,6833,"
					Backers: 289,
					Funding: $6,833 of $5,000 (,136% funded,),
					Campaign Dates: April 28th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
8,,,"Four ports, 40W. Intelligent and high power USB charger!",,technology,Four4 - Intelligent Usb charger,,"
					Backers: 8,
					Funding: kr8,844 of kr350,000 (,2% funded,),
					Campaign Dates: May 5th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Cancelled
239,art|painting,$,A book of Covid19 inspired whimsical works that document finding our way through this unprecedented time in history.,26000,art,Covid19 in Three to Five Words: A Visual History,38772,"
					Backers: 239,
					Funding: $38,772 of $26,000 (,149% funded,),
					Campaign Dates: May 5th -> June 4th (2020),
					Closed: Thursday June 4th, 2020,
				",Closed
