backers,category,currency,description,goal,main_category,names,pledged,proj_details,status
5747,design|product design,$,"Save space in your kitchen — Bamboo cutting board to quickly clean, prep and store your food easily.",10000,design,TidyBoard - Cut your prep & clean-up time in half,612395,"
					Backers: 5747,
					Funding: $612,395 of $10,000 (,6123% funded,),
					Campaign Dates: June 16th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
3,publishing|children's books,$,A children's book about the changes we are living with in 2020 due to the Coronavirus,5000,publishing,Together and Ahead,91,"
					Backers: 3,
					Funding: $91 of $5,000 (,1% funded,),
					Campaign Dates: June 16th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
4,film & video|narrative film,£,"My short film is based around the main issues surrounding modern society, the use of drugs and abuse and toxicity within relationships.",2500,film & video,Frail State of Mind - A Blue Sweater Production short film,31,"
					Backers: 4,
					Funding: £31 of £2,500 (,1% funded,),
					Campaign Dates: May 17th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
23,design|product design,$,A distributed manufacturing platform for PPE and consumer products that allows individuals to make money by producing goods for others,175000,design,Multimakers: A Distributed Manufacturing Platform,2832,"
					Backers: 23,
					Funding: $2,832 of $175,000 (,1% funded,),
					Campaign Dates: June 16th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
1442,design|product design,$,Simply the best device to keep any beverage cold (or hot).,10000,design,Beer Buddy - The World's First All-in-1 Beverage Insulator,94109,"
					Backers: 1442,
					Funding: $94,109 of $10,000 (,941% funded,),
					Campaign Dates: June 16th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
73,comics|comic books,$,"Deity has new meaning in the 21st century. With the gods gone, what does it mean to believe? A new fantasy comic series to dive into!",1500,comics,The Following Casework issues 1-3: Faith Fantasy Comics.,1861,"
					Backers: 73,
					Funding: $1,861 of $1,500 (,124% funded,),
					Campaign Dates: June 16th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
117,design|product design,$,Making Hot & Cold Packs Move With You,10000,design,ThermaFLX || Hot & Cold Garments,2328,"
					Backers: 117,
					Funding: $2,328 of $10,000 (,23% funded,),
					Campaign Dates: June 16th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Cancelled
87,design|product design,$,A robust Swiss-powered automatic GMT.,60000,design,The Nomad GMT watch,42002,"
					Backers: 87,
					Funding: $42,002 of $60,000 (,70% funded,),
					Campaign Dates: June 16th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
35,games|video games,,A Spec Ops team was sent to a planet to investigate the disappearance of a research team. What lies beneath this God-Forsaken world?,,games,PARADISE LOST: COSMIC HORROR SHOOTER,,"
					Backers: 35,
					Funding: MX$5,859 of MX$5,000 (,117% funded,),
					Campaign Dates: June 15th -> July 15th (2020),
					Closed: Wednesday July 15th, 2020,
				",Closed
60,design|product design,$,A Good Neighbors Movement to Promote Mask Use,2500,design,Mask Norman,2629,"
					Backers: 60,
					Funding: $2,629 of $2,500 (,105% funded,),
					Campaign Dates: June 24th -> July 15th (2020),
					Closed: Wednesday July 15th, 2020,
				",Closed
1,art|digital art,$,"I want to bring my twin cats to ""virtual life"" by creating cartoon versions of them. Comical adventures of 2 very different brothers.",5000,art,Adventures Of Twisted Kitties,1,"
					Backers: 1,
					Funding: $1 of $5,000 (,0% funded,),
					Campaign Dates: May 18th -> July 15th (2020),
					Closed: Wednesday July 15th, 2020,
				",Closed
1,design|product design,€,Personal skincare/haircare,34800,design,BiancoeNero,1,"
					Backers: 1,
					Funding: €1 of €34,800 (,0% funded,),
					Campaign Dates: June 5th -> July 15th (2020),
					Closed: Wednesday July 15th, 2020,
				",Cancelled
2,fashion|jewelry,$,"Stars of the Heart jewelry helps people, especially children, view death in a different light, deal with grief and remember loved ones.",8500,fashion,Stars of the Heart - remembering loved ones,246,"
					Backers: 2,
					Funding: $246 of $8,500 (,2% funded,),
					Campaign Dates: June 15th -> July 15th (2020),
					Closed: Wednesday July 15th, 2020,
				",Closed
1,,£,An online class platform,6000,publishing,Hobby Lobby,1,"
					Backers: 1,
					Funding: £1 of £6,000 (,0% funded,),
					Campaign Dates: June 15th -> July 15th (2020),
					Closed: Wednesday July 15th, 2020,
				",Closed
34,publishing|young adult,$,A novel for young adults about 3 teenagers navigating different struggles concerning their fathers. A music project accompanies book.,3500,publishing,My Invisible Father - a young adult novel,3735,"
					Backers: 34,
					Funding: $3,735 of $3,500 (,106% funded,),
					Campaign Dates: June 15th -> July 15th (2020),
					Closed: Wednesday July 15th, 2020,
				",Closed
5,music|r&b,$,"I will be making and performing my album, and with your help I can fundraise for my brand-new soul music.",10,music,Sekou Sings Soul,14,"
					Backers: 5,
					Funding: $14 of $10 (,140% funded,),
					Campaign Dates: June 15th -> July 15th (2020),
					Closed: Wednesday July 15th, 2020,
				",Closed
15,games|playing cards,$,A Deck of Poker Cards to capture the Northern Cottage experience.,2000,games,The Northern Cottage Deck,447,"
					Backers: 15,
					Funding: $447 of $2,000 (,22% funded,),
					Campaign Dates: July 1st -> July 15th (2020),
					Closed: Wednesday July 15th, 2020,
				",Closed
7,,$,"Yogipill Is An Orthopedic Pillow That Provides Amazing Experience Of Comfort, Relief And Relaxation During Prone Position. Made In USA.",20000,technology,Yogipill Corrective Orthopedic Relaxation Support Pillow.,227,"
					Backers: 7,
					Funding: $227 of $20,000 (,1% funded,),
					Campaign Dates: June 19th -> July 15th (2020),
					Closed: Wednesday July 15th, 2020,
				",Closed
64,art|illustration,$,A celebration of perfectly imperfect diamonds.,1200,art,Gem & Flora Coloring Book - Midwinter Co.,1584,"
					Backers: 64,
					Funding: $1,584 of $1,200 (,132% funded,),
					Campaign Dates: June 12th -> July 15th (2020),
					Closed: Wednesday July 15th, 2020,
				",Closed
244,games|tabletop games,,Incorporate an era into the dice,,games,The Electronic Age Core Dice D4-D20,,"
					Backers: 244,
					Funding: HK$71,010 of HK$20,000 (,355% funded,),
					Campaign Dates: June 10th -> July 15th (2020),
					Closed: Wednesday July 15th, 2020,
				",Closed
15,fashion|accessories,$,A hard enamel fan art pin collection of Sailor Senshi characters.,400,fashion,Sailor Senshi and Friends Hard Enamel Pins,528,"
					Backers: 15,
					Funding: $528 of $400 (,132% funded,),
					Campaign Dates: June 15th -> July 15th (2020),
					Closed: Wednesday July 15th, 2020,
				",Closed
4,games|playing cards,€,it has been developed for an Italian and Italian-speaking audience in mind as it highlights the country’s renowned heroines,5000,games,IndovinaLA!?The card game about your heroines,4,"
					Backers: 4,
					Funding: €4 of €5,000 (,0% funded,),
					Campaign Dates: June 15th -> July 15th (2020),
					Closed: Wednesday July 15th, 2020,
				",Closed
39,fashion|accessories,€,"An enamel pin based on original art of a classic Parisian window. This style is called Haussman style, it's so charming and magical!",100,fashion,A Piece of Paris | Enamel Pin,655,"
					Backers: 39,
					Funding: €655 of €100 (,655% funded,),
					Campaign Dates: July 10th -> July 15th (2020),
					Closed: Wednesday July 15th, 2020,
				",Closed
55,design|product design,$,Our portable device fully captures and filter air and liquid from coughs and sneezes.,35000,design,SnzTrap: A Responsible Way of Coughing & Sneezing in Public.,2558,"
					Backers: 55,
					Funding: $2,558 of $35,000 (,7% funded,),
					Campaign Dates: June 16th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
298,games|tabletop games,€,"Welcome to the Mannix forest! Choose your faction, write the end of the story!",9600,games,Fox on the Run,12101,"
					Backers: 298,
					Funding: €12,101 of €9,600 (,126% funded,),
					Campaign Dates: June 16th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
2,technology|apps,$,The artificial intelligence-powered app built to proliferate Casual as a career and community,9900,technology,Casualess - Casual Career & Community App,52,"
					Backers: 2,
					Funding: $52 of $9,900 (,0% funded,),
					Campaign Dates: May 17th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
77,design|product design,$,A handwashing scrub brush with 20 second light timer. A fun way of helping kids and saving parents.,2500,design,Washy! The Handwashing Brush with Light-Up Timer,3450,"
					Backers: 77,
					Funding: $3,450 of $2,500 (,138% funded,),
					Campaign Dates: June 16th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
17,art|painting,$,Hand-painted Beachscape encaustic painting on round pine wood slices,300,art,Beachscape painting,412,"
					Backers: 17,
					Funding: $412 of $300 (,137% funded,),
					Campaign Dates: June 17th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
20,film & video|shorts,,Un Cortometraje de Ficción de / A Live Action Short Film by: Mario Arvizu,,film & video,COCHINO,,"
					Backers: 20,
					Funding: MX$14,701 of MX$78,900 (,18% funded,),
					Campaign Dates: June 1st -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
6,fashion|accessories,$,A subscription box containing handmade items made by me. This box is designed for women to indulge.,1000,fashion,The Craftmade Box,89,"
					Backers: 6,
					Funding: $89 of $1,000 (,8% funded,),
					Campaign Dates: June 16th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
30,games|tabletop games,$,"Sling new spells in this stand alone Spellslingers expansion, featuring 12 new unique characters and 48 brand new spells!",1000,games,Spellslingers X Otherworlds,1025,"
					Backers: 30,
					Funding: $1,025 of $1,000 (,102% funded,),
					Campaign Dates: June 16th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
24,design|product design,£,"Atoll's first dress watch, available in four distinct styles.",20000,design,Atoll VICEROY - A Modern Homage to an Iconic Vintage Design.,5932,"
					Backers: 24,
					Funding: £5,932 of £20,000 (,29% funded,),
					Campaign Dates: June 16th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
17,games|video games,$,A wrestling themed video game starring a hot dog vendor and his FURIOUS friend on their journey to the Dogs of War tournament.,30000,games,Road To: Dogs of War,1579,"
					Backers: 17,
					Funding: $1,579 of $30,000 (,5% funded,),
					Campaign Dates: June 16th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
36,,$,"a new guitar pick designed to be easier to hold and to use for beginners and to not drop it, especially playing the acoustic guitar.",2500,music,PickPLUS: The new pick that's easier to use & you won't drop,2072,"
					Backers: 36,
					Funding: $2,072 of $2,500 (,82% funded,),
					Campaign Dates: June 1st -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
66,games|tabletop games,€,"SoT is a Steampunk campaign for D&D 5e. Set in a real Italian Island, with new Items, Classes, Enemies and more!",5000,games,Sons Of Trinacria / A Unique D&D 5e Campaign,1514,"
					Backers: 66,
					Funding: €1,514 of €5,000 (,30% funded,),
					Campaign Dates: June 16th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
13,music|classical music,£,"Featuring new arrangements of works by Rachmaninov, Saint-Saëns and De Falla and composition by Steinway Artist Ji Liu.",500,music,Piano Sheet Music Book Inspired by Fire & Water,521,"
					Backers: 13,
					Funding: £521 of £500 (,104% funded,),
					Campaign Dates: June 15th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
32,technology|gadgets,$,"Turn your bed into a super comfortable rocking bed for better, deeper sleep that boosts your IQ, health, immunity and performance.",30000,technology,Ensven - Smart Modular Bed Rocker for Your Best Sleep Ever,14338,"
					Backers: 32,
					Funding: $14,338 of $30,000 (,47% funded,),
					Campaign Dates: June 16th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Cancelled
552,technology|diy electronics,$,"A case for the Official Raspberry Pi display, Raspberry Pi, and Raspberry Pi camera. Create a mini Raspberry Pi all-in-one computer",35000,technology,SmartiPi Touch Pro,36156,"
					Backers: 552,
					Funding: $36,156 of $35,000 (,103% funded,),
					Campaign Dates: June 17th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
3,games|mobile games,$,A mobile dirt bike sim.,5000,games,Dirtbike Dilemma,12,"
					Backers: 3,
					Funding: $12 of $5,000 (,0% funded,),
					Campaign Dates: June 26th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
174,design|product design,$,A eco-friendly wet wipe alternative that you can carry in your pocket and apply on toilet paper to get the clean your butt deserves.,15000,design,Fresh Peaches: Eco-Friendly Wet Wipe Alternative,6874,"
					Backers: 174,
					Funding: $6,874 of $15,000 (,45% funded,),
					Campaign Dates: June 16th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Cancelled
72,comics|graphic novels,$,"Chapters 1 and 2. A 52-page, perfect-bound comic/graphic novel about the end of the world.",3500,comics,Extinction Remastered - Part One,3746,"
					Backers: 72,
					Funding: $3,746 of $3,500 (,107% funded,),
					Campaign Dates: June 16th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
2,technology|apps,€,"Social maria for people who want to talk about politics.
I am crowdfunding for an early prototype.",2000,technology,PolAn. Social media app to speak about politics.,2,"
					Backers: 2,
					Funding: €2 of €2,000 (,0% funded,),
					Campaign Dates: June 16th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
630,,$,Hard Drive volume 3,10000,comics,Hard Drive vol. 3,27734,"
					Backers: 630,
					Funding: $27,734 of $10,000 (,277% funded,),
					Campaign Dates: June 16th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
461,,€,Modular wargaming terrain designed for 3D Printing that doesn’t require extra clips.,5000,games,BATTLE BUILDER TECH: The Last Forts,30871,"
					Backers: 461,
					Funding: €30,871 of €5,000 (,617% funded,),
					Campaign Dates: July 1st -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
1526,publishing|art books,€,"An art book by Yoann Lossel. 136 pages illustrated with the golden artworks of the French artist.
4 different editions ☽★☼☾",20000,publishing,Forgotten Gods - The Art of Yoann Lossel,189908,"
					Backers: 1526,
					Funding: €189,908 of €20,000 (,949% funded,),
					Campaign Dates: June 16th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
176,games|playing cards,$,"In an age of contagion, nothing is more infectious than fun. GET INFECTED. Contagion Playing Cards by Bill Davis Magic & Dane Valnes",6900,games,CONTAGION Playing Cards,8365,"
					Backers: 176,
					Funding: $8,365 of $6,900 (,121% funded,),
					Campaign Dates: June 6th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
63,games|tabletop games,$,We are a boardgame about strategy and role play. The main idea is to find the secret elements of each conspiracy and each player.,9900,games,Conspiracy Board game: a game of deduction and deception,2481,"
					Backers: 63,
					Funding: $2,481 of $9,900 (,25% funded,),
					Campaign Dates: June 11th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Cancelled
38,,$,Super cute enamel pins!,220,art,Cute pins!,827,"
					Backers: 38,
					Funding: $827 of $220 (,375% funded,),
					Campaign Dates: June 23rd -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
2,,$,Offering gourmet food products inspired by the flavors and colors of Morocco.,50000,food,Moroccan Saffron: A Gourmet Food Marketplace,2,"
					Backers: 2,
					Funding: $2 of $50,000 (,0% funded,),
					Campaign Dates: June 16th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Cancelled
112,games|tabletop games,€,High quality asian themed 3D printable fantasy miniatures,1500,games,Battle for Genbushan,2567,"
					Backers: 112,
					Funding: €2,567 of €1,500 (,171% funded,),
					Campaign Dates: June 16th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
1,music|r&b,€,M3XX D4MIAN's NEW MINI ALBUM,5600,music,Heartbreak Hotel: the mini album,1,"
					Backers: 1,
					Funding: €1 of €5,600 (,0% funded,),
					Campaign Dates: June 16th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
1824,design|product design,,"Magnetic, flexible, fit for all cables. The best organizing solution with adorable animal shapes. FREE shipping!",,design,Just One Second! So easy to wrap cables!,,"
					Backers: 1824,
					Funding: HK$497,346 of HK$13,000 (,3825% funded,),
					Campaign Dates: May 27th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
83,games|tabletop games,$,"Accumulate points by keeping your bees uncovered, adding radioactive rings and forcing opponents to make moves that benefit you.",15000,games,Radioactive Bees,5511,"
					Backers: 83,
					Funding: $5,511 of $15,000 (,36% funded,),
					Campaign Dates: June 16th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Cancelled
323,games|tabletop games,£,"Wizards and their Magics will feature a new range of Wizards, Familiars and their Elemental Beasts plus rules from Diehard Miniatures.",3000,games,Diehard Miniatures: Wizards and their Magics!,13614,"
					Backers: 323,
					Funding: £13,614 of £3,000 (,453% funded,),
					Campaign Dates: June 25th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
137,music|indie rock,$,Gentle songs to lead you through a tough year.,3000,music,2020: An Album by Charlie McCarron,6265,"
					Backers: 137,
					Funding: $6,265 of $3,000 (,208% funded,),
					Campaign Dates: July 2nd -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
11,film & video|narrative film,$,A Feature Film based on the 2009 Vancouver Gang War.,25000,film & video,'City of Rain' Feature Film,827,"
					Backers: 11,
					Funding: $827 of $25,000 (,3% funded,),
					Campaign Dates: June 2nd -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Cancelled
7,games|video games,$,We are creating the next generation of the classic game of chess,10000,games,The Chess King,302,"
					Backers: 7,
					Funding: $302 of $10,000 (,3% funded,),
					Campaign Dates: June 1st -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
25,music|rock,,El proyecto busca reunir fondos para solventar los gastos derivados del proceso de mezcla y masterización del álbum debut de Sense.,,music,Finalización del Álbum debut de Sense -Sense debut album,,"
					Backers: 25,
					Funding: MX$21,119 of MX$125,000 (,16% funded,),
					Campaign Dates: June 16th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
52,,$,Swiss made mechanical Watch without the retail markup. Celebrating Swiss and Transylvanian cooperation,16000,design,Peren Hintz Swiss Watch. A tribute to old school watchmaking,25846,"
					Backers: 52,
					Funding: $25,846 of $16,000 (,161% funded,),
					Campaign Dates: June 23rd -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
226,art|illustration,$,Cute dragon enamel pins based off the LGBTQ Flags,900,art,Pride Dragon Enamel Pins,8829,"
					Backers: 226,
					Funding: $8,829 of $900 (,981% funded,),
					Campaign Dates: June 16th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
1,journalism|print,$,"A guided journal to help students after going through a crisis (COVID, death of a classmate or teacher, racism, natural disaster).",15000,journalism,Elephant In the Classroom,1,"
					Backers: 1,
					Funding: $1 of $15,000 (,0% funded,),
					Campaign Dates: June 15th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
24,,$,"A series of enamel pins, diamond-shaped, inspired by Arabic textiles.",600,art,Enamel Pin Collection: Arabic Textiles II,857,"
					Backers: 24,
					Funding: $857 of $600 (,142% funded,),
					Campaign Dates: June 19th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
81,photography|photobooks,$,A meditation on the female form. Sophia was surrounded by the beauty of the Jean dry lake beds of Southern Nevada.,1111,photography,Rumination Volume 7 Sophia Jade,4752,"
					Backers: 81,
					Funding: $4,752 of $1,111 (,427% funded,),
					Campaign Dates: July 9th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
35,,$,"Star candy enamel pins, sugary and sweet.",350,art,Konpeito Kittens,947,"
					Backers: 35,
					Funding: $947 of $350 (,270% funded,),
					Campaign Dates: June 26th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
50,,$,Fantasy themed Enamel Cat Pins and Tokens!,2000,design,Mythical Meows,1501,"
					Backers: 50,
					Funding: $1,501 of $2,000 (,75% funded,),
					Campaign Dates: June 16th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
666,publishing|art books,$,"Wicked Words & Epic Tales is a collection of Jon Schaffer's lyrics, interviews and a chronicle of the artwork that they inspired.",20000,publishing,Jon Schaffer's Wicked Words & Epic Tales,103678,"
					Backers: 666,
					Funding: $103,678 of $20,000 (,518% funded,),
					Campaign Dates: June 15th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
4,publishing|children's books,$,"A children's book about kindness, diversity and organic inclusion.",10200,publishing,Kind Kid Crew,114,"
					Backers: 4,
					Funding: $114 of $10,200 (,1% funded,),
					Campaign Dates: June 17th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
2,games|tabletop games,£,"A sometimes embarrassing, sometimes disgusting, always hilarious drinking game for adults who want to find out more than they should!",10000,games,Would You Rather? ...For Grown-ups,2,"
					Backers: 2,
					Funding: £2 of £10,000 (,0% funded,),
					Campaign Dates: June 1st -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Cancelled
2913,design|product design,$,"The most compact, stable and elegant collapsible bottle! Fold it flat, take it anywhere. Be part of а ReUse-ReFold Revolution!",15000,design,Origami Bottle! Revolutionary space-saving bottle by DiFOLD.,136789,"
					Backers: 2913,
					Funding: $136,789 of $15,000 (,911% funded,),
					Campaign Dates: June 16th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
1347,games|tabletop games,$,"Unique Nautical RPG dice sets filled with Duckies, Skulls, & Shells. Great 4 Role Playing Games such as Dungeons & Dragons, DND.",25000,games,Ocean Adventure Polyhedral Dice by Adventurers Woodworks,62151,"
					Backers: 1347,
					Funding: $62,151 of $25,000 (,248% funded,),
					Campaign Dates: June 16th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
23,publishing|fiction,$,"The unabridged, 30(ish)-hour audio versions of books 1, 2 and 3 (the Chaos Trilogy), of the The True Tree Chronicles epic fantasy saga.",600,publishing,Chaos trilogy: Audio version,926,"
					Backers: 23,
					Funding: $926 of $600 (,154% funded,),
					Campaign Dates: May 21st -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
14,technology|gadgets,$,Dispensing Tape Made Easy,25940,technology,Wrist Dispense - Wrist Mounted Tape Dispenser,249,"
					Backers: 14,
					Funding: $249 of $25,940 (,0% funded,),
					Campaign Dates: June 2nd -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
108,art|illustration,$,"The Majors, reimagined. A 22 card Major Arcana deck that dives deep.",4300,art,The Strath Tarot,5248,"
					Backers: 108,
					Funding: $5,248 of $4,300 (,122% funded,),
					Campaign Dates: June 10th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
1,technology|gadgets,$,"A simple, inexpensive device to sanitize, disinfect-currency bills, coins, credit or debit cards, thermometers, keys, pens, pencils etc",139870,technology,MoneyDisinfector,1,"
					Backers: 1,
					Funding: $1 of $139,870 (,0% funded,),
					Campaign Dates: June 18th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Cancelled
73,art|illustration,$,"30 magical fantasy illustrations, available as a printable PDF or physical book!",600,art,Jemaica's Fantasy art Coloring Book 2020,1518,"
					Backers: 73,
					Funding: $1,518 of $600 (,252% funded,),
					Campaign Dates: July 1st -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
648,games|tabletop games,$,"Assume the role of an attorney, judge, witness or jury member in this game of off-the-cuff storytelling!",10000,games,All Rise: The Ridiculous Game of Courtroom Debate,19216,"
					Backers: 648,
					Funding: $19,216 of $10,000 (,192% funded,),
					Campaign Dates: June 16th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
76,design|product design,$,The hangboard designed for your home,60000,design,Butterfinger Sports Presents: The JP-1 Doorway Hangboard,13459,"
					Backers: 76,
					Funding: $13,459 of $60,000 (,22% funded,),
					Campaign Dates: June 16th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
71,games|tabletop games,$,"Bag of Holding - Mimic Fanny Packs for Dice and Loot. Dungeons and Dragons, Pathfinder, or any fantasy RPG.",300,games,Bag of Holding - Mimic Fanny Packs for Dice and Loot. DnD,2471,"
					Backers: 71,
					Funding: $2,471 of $300 (,823% funded,),
					Campaign Dates: July 2nd -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
185,design|graphic design,$,"A series of enamel pins shaped like planchettes, use them to ""summon"" your pal! Hehe.",900,design,Cute Planchette Pals Enamel Pins,6453,"
					Backers: 185,
					Funding: $6,453 of $900 (,717% funded,),
					Campaign Dates: July 3rd -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
135,comics|comic books,$,A post-apocalyptic comic series chronicling the impact of a mutated Ebola virus and its effects on humankind.,2500,comics,[-viridae],3232,"
					Backers: 135,
					Funding: $3,232 of $2,500 (,129% funded,),
					Campaign Dates: June 16th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
25,publishing|nonfiction,$,The Life and Times of Schroedinger J. Cat Jr. III,6000,publishing,Schroedinger the Wonder Cat,676,"
					Backers: 25,
					Funding: $676 of $6,000 (,11% funded,),
					Campaign Dates: June 8th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
302,games|playing cards,$,"Limited edition poker-sized deck, custom designed with hand-drawn face card illustrations inspired by Vietnamese historical figures.",9000,games,Vietnamese Playing Cards — Van-Xuan: Land of Eternal Spring,16363,"
					Backers: 302,
					Funding: $16,363 of $9,000 (,181% funded,),
					Campaign Dates: June 15th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
35,art|digital art,$,"2"" Dyed Metal Enamel Pin Series w/ Epoxy and Screen print Details",400,art,Refreshingly Cute Creature Drinks,1042,"
					Backers: 35,
					Funding: $1,042 of $400 (,260% funded,),
					Campaign Dates: June 16th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
13,art|digital art,,"Busco crear mis diseños con mayor calidad, con un programa de diseño y equipo profesional, para emprender mi línea de productos Ziffer®",,art,Ayúdame a emprender con mi Arte (@Zifferoficial),,"
					Backers: 13,
					Funding: MX$964 of MX$20,000 (,4% funded,),
					Campaign Dates: June 16th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
350,,$,Your favourite childhood candies in the form of an itabag!,7000,fashion,White Rabbit Candy Itabag,41515,"
					Backers: 350,
					Funding: $41,515 of $7,000 (,593% funded,),
					Campaign Dates: June 21st -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
1431,,$,"Seven years ago I moved from the city to a farm where I taught myself to garden, raise animals  & cook ""farm to table"". I show you how.",2000,publishing,Escape the City: a How-To Homesteading Guide,95791,"
					Backers: 1431,
					Funding: $95,791 of $2,000 (,4789% funded,),
					Campaign Dates: June 16th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
77,publishing|art books,$,A book in which artists reimagine our relationships with the ecosystems that sustain us.,2000,publishing,— OF EARTH,4258,"
					Backers: 77,
					Funding: $4,258 of $2,000 (,212% funded,),
					Campaign Dates: June 23rd -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
5,technology|apps,$,Become your own boss or book local salon service wherever you are instantly,50000,technology,Staxx-SKIP THE SALON,61,"
					Backers: 5,
					Funding: $61 of $50,000 (,0% funded,),
					Campaign Dates: June 16th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
1129,games|tabletop games,$,"It’s a card game for immature people. Poop, there it is! 💩",1500,games,Poo Pocalypse,54052,"
					Backers: 1129,
					Funding: $54,052 of $1,500 (,3603% funded,),
					Campaign Dates: June 16th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
278,,$,Totally Rad Life of Violet #3 & RACKS #1 Two Brand NEW Comics from Totally Rad!,1000,comics,Totally Rad Life of Violet #3/RACKS #1,26603,"
					Backers: 278,
					Funding: $26,603 of $1,000 (,2660% funded,),
					Campaign Dates: June 16th -> July 16th (2020),
					Closed: Thursday July 16th, 2020,
				",Closed
